Needs work:
TODO - needs to be checked (some are proper, others missing or improper)

Double-check:
FP - fictional placeholder (replace if possible, but don't waste time on non-focus areas)
HTLP - historical top liege used as placeholder (can be replaced, but should perhaps not be replaced with a fictional placeholder)
HCV - historical character to verify (when the area is the focus)

Done:
CHP - correct historical placeholder (might verify further in the future, but some should definiely be replaced)
CHH - correct historical holder (only replace if necessary)

Dates:
CM - 769.1.1 - vanilla's "Early Middle Ages" bookmark
tOG - 867.1.1 - vanilla's "Viking Age" bookmark
IC	- 936.8.7 - vanilla's "The Iron Century" bookmark
Stamford - 1066.9.15 - vanilla's "Stamford Bridge" bookmark; any date between here and 1337.1.1 is supposed to be playable
Alexiad	- 1081.4.1 - vanilla's "The Alexiad" bookmark 
Bangchang - 1127.4.20 - founding of (Da) Chu
Shaoxing - 1142.10.1 (approx.) - Treaty of Shaoxing ratified
Genpei - 1180.6.15 - start of the Genpei War
CK3 - 1187.1.1 - vanilla's "The Third Crusade" bookmark
Kamakura - 1192.8.21 - formal proclamation of the Kamakura Shogunate
Latin - 1204.5.16 - vanilla's "The Latin Empire" bookmark
Genghis - 1206.1.1 (approx.) - Temujin proclaimed Genghis Khan
Mongols - 1220.2.1 - vanilla's "Age of the Mongols" bookmark; we probably care more about the previous one
Legacy - 1227.8.18 - death of Genghis
Hansa - 1241.5.1 - vanilla's "Rise of the Hansa" bookmark
Toluid - 1259.8.11 - death of Möngke Khan, approximate start of the Toluid Civil War
Yamen - 1279.3.19 - Battle of Yamen, end of the Song dynasty
HYW -	1337.1.1 - vanilla's "Late Middle Ages" bookmark; last possible start


TITLE					REGION			CM		tOG		IC		Stamford	Alexiad		Bangchang	Shaoxing	Genpei 	CK3		Kamakura	Latin	Genghis		Mongols		Legacy	Hansa	Toluid	Yamen	HYW
c_nakhon_sawan			Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nakhon_si_thammarat	Malaya			FP		FP		CHH		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nam_dinh				Vietnam			CHP		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_namhae				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_namwon				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_namyangju				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nan					Khmer Empire	CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nanchong				China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nandan				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nanfeng				China			CHH		CHH		HCV		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nanning				China			CHP		CHH		CHP		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nanping				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nantong				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nanyang				China			CHH		CHH		CHH		CHH			CHP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nanzan				Ryukyu			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_natuna				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nayup					Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_neijiang				China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ngasaunggyan			Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nghe_an				Vietnam			FP		FP		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nias					Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nicobar				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_niigata				Japan			CHP		CHP		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nimuoro				Yezo			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ningchang				Manchuria		FP		CHH		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ningde				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ningdu				China			CHH		CHH		CHH		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nonsan				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_noto					Japan			HTLP	CHP		CHP		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nupe					West Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_oc_eo					Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_oki					Japan			HTLP	CHH		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_okju					Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_omi					Japan			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_onggud				Manchuria		CHH		CHH		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_orokot				Manchuria		FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_oronco				Manchuria		FP		FP		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_osumi					Japan			CHH		CHH		CHH		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_oumuhn				China			CHH		CHH		CHP		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_owari					Japan			CHH		CHH		CHP		CHP			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_oyo					West Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_padang				Sumatra			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pagai					Sumatra			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pahali				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pajang				Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pakxe					Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_palapag				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_palawan				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_palembang				Sumatra			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_panai					Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_panay					Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_panduranga			Champa			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pangasinan			Philippines		FP		CHP		CHH		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pasai					Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_paser					Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pathein				Burma			FP		CHH		CHH		CHH			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pathum_thani			Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pattani				Malaya			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pegu					Burma			FP		CHH		CHH		CHH			CHH			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pelalawan				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pendamaran			Sumatra			HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_penghu				Taiwan			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_peniunkur				Yezo			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pesisir_selatan		Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_peureulak				Sumatra			FP		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_phatthalung			Malaya			CHH		CHH		CHH		FP			FP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_phayao				Khmer Empire	CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_phetchaburi			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_phitsanulok			Khmer Empire	CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_phongsali				Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_phu_xuang				Champa			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pili					Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pingdingshan			China			HTLP	HTLP	CHP		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pohuwato				Sulawesi		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pontinak				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_poronay				Manchuria		FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_poso					Sulawesi		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_prachinburi			Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_prachuap_khiri_khan	Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_preah_vihear			Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_prey_nokor			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pursat				Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_putian				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_puyu					Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pyay					Burma			CHH		CHH		CHH		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_pyeongyang			Korea			CHH		HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qardho				East Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qiannan				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qianxinan				Dali			FP		FP		HCV		HCV			HCV			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qianzhou				China			CHH		CHH		CHH		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qingdao				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qingliu				China			CHH		CHH		HCV		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qingyang				China			CHH		CHP		CHH		CHH			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qingyuan				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qingzhou				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qinhuangdao			China			CHH		CHH		CHP		FP			FP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qiongzhou				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_quang_ninh			Vietnam			FP		FP		CHP		CHP			CHP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_quanzhou				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_qujing				Dali			FP		FP		HCV		HCV			HCV			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_quzhou				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ranong				Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_raozhou				China			CHH		CHH		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ratanakiri			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_rikuo					Japan			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_rikutyu				Japan			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_rikuzen				Japan			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_rong					China			CHH		CHP		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ruijin				China			CHH		CHH		CHH		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ryongwa				Manchuria		CHH		CHH		CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sado					Japan			CHP		CHP		CHP		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sagami				Japan			CHH		CHH		CHP		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sainshand				Mongolia		CHH		CHH		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_salavan				Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_salin					Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_samar					Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_samarinda				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sambas				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sambor_prei_kuk		Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_samcheok				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_samtoy				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sandakan				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sangju				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sangqian				Manchuria		CHH		CHH		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sanming				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_santai				China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sanuki				Japan			HTLP	CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sar					Yezo			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_saraburi				Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sarikei				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sariwon				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sarolangun			Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_satsuma				Japan			CHH		CHP		CHH		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_savannakhet			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sayabouly				Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_selamban				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_seruyan				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_settsu				Japan			CHH		CHP		CHH		CHP			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shanbei				Manchuria		FP		FP		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shang					China			CHH		CHH		HCV		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shanghai				China			CHH		CHH		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shanglin				China			CHP		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shangluo				China			HTLP	HTLP	CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shangqiu				China			CHH		CHP		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shangrao				China			CHH		CHH		HCV		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shanwei				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shaoguan				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shaowu				China			CHH		CHH		HCV		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shaoyang				China			CHH		CHP		CHH		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shengzhou				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shenyang				China			CHH		HTLP	CHH		FP			FP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shijiazhuang			China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shima					Japan			HTLP	CHP		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shimosa				Japan			CHH		CHP		CHH		CHP			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shimotsuke			Japan			CHH		CHH		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shinano				Japan			CHP		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shingdei				Manchuria		FP		FP		CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shiyan				China			HTLP	HTLP	CHH		CHH			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_shuozhou				China			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
